VIDEO,DESCRIPTION1,DESCRIPTION2,DESCRIPTION3
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_bowl/put_the_paper_sheet_on_the_bowl-2017-03-18-231136.mp4,move the paper sheet,put the paper sheet on the bowl,put the paper sheet in the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_knife/put_the_paper_sheet_on_the_knife-2017-03-18-231145.mp4,move the paper sheet,put the paper sheet on the knife,put the paper sheet in the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_knife/put_the_paper_sheet_on_the_knife-2017-03-18-231155.mp4,put the paper sheet on the knife,move the paper sheet,put the paper sheet in the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_knife/put_the_paper_sheet_on_the_knife-2017-03-18-231202.mp4,move the paper sheet,put the paper sheet on the knife,put the paper sheet in the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_pencil/put_the_paper_sheet_on_the_pencil-2017-03-18-231210.mp4,put the paper sheet on the pencil,put the paper sheet in the pencil,move the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_pencil/put_the_paper_sheet_on_the_pencil-2017-03-18-231234.mp4,move the paper sheet,put the paper sheet in the pencil,put the paper sheet on the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_pencil/put_the_paper_sheet_on_the_pencil-2017-03-18-231243.mp4,move the paper sheet,put the paper sheet on the pencil,put the paper sheet in the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_ball/put_the_block_near_the_ball-2017-03-18-233403.mp4,move the block,put the block near the ball,lean the block on the spoon
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_ball/put_the_block_near_the_ball-2017-03-18-233411.mp4,put the block near the ball,move the block,put the block in the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_ball/put_the_block_near_the_ball-2017-03-18-233417.mp4,put the block near the ball,move the block,put the block touching the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_cup/put_the_block_near_the_cup-2017-03-18-233843.mp4,put the block near the grape,move the block,put the block near the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_cup/put_the_block_near_the_cup-2017-03-18-233851.mp4,move the block,put the block near the cup,lean the block against the spoon
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_cup/put_the_block_near_the_cup-2017-03-18-233900.mp4,put the block near the cup,move the block,put the block on the blackboard
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_disc/put_the_block_near_the_disc-2017-03-18-233907.mp4,put the block near the disc,move the block,stack the block and the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_disc/put_the_block_near_the_disc-2017-03-18-233913.mp4,put the block near the disc,lean the block on the grape,move the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_disc/put_the_block_near_the_disc-2017-03-18-233925.mp4,move the block,put the block near the disc,lean the block on the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_book/put_the_block_near_the_book-2017-03-18-233936.mp4,lean the block on the apple,put the block near the book,move the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_book/put_the_block_near_the_book-2017-03-18-233942.mp4,move the block,put the block near the book,put the block touching the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_book/put_the_block_near_the_book-2017-03-18-233949.mp4,put the block touching the apple,put the block near the book,move the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_blackboard/put_the_block_near_the_blackboard-2017-03-18-233956.mp4,put the block near the blackboard,put the block on the pencil,move the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_blackboard/put_the_block_near_the_blackboard-2017-03-18-234003.mp4,put the block on the paper sheet,put the block near the blackboard,move the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_blackboard/put_the_block_near_the_blackboard-2017-03-18-234013.mp4,put the block on the spoon,move the block,put the block near the blackboard
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_bottle/put_the_block_near_the_bottle-2017-03-18-234023.mp4,stack the block and the ball,move the block,put the block near the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_bottle/put_the_block_near_the_bottle-2017-03-18-234029.mp4,put the block near the cup,move the block,put the block near the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_bottle/put_the_block_near_the_bottle-2017-03-18-234036.mp4,move the block,put the block on the cup,put the block near the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_grape/put_the_block_near_the_grape-2017-03-18-234042.mp4,put the block near the grape,move the block,put the block near the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_grape/put_the_block_near_the_grape-2017-03-18-234052.mp4,put the block near the grape,move the block,stack the block and the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_grape/put_the_block_near_the_grape-2017-03-18-234104.mp4,move the block,stack the block and the paper sheet,put the block near the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_apple/put_the_block_near_the_apple-2017-03-18-234111.mp4,put the block near the apple,move the block,put the block touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_apple/put_the_block_near_the_apple-2017-03-18-234118.mp4,put the block near the apple,move the block,lean the block against the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_apple/put_the_block_near_the_apple-2017-03-18-234130.mp4,put the block near the apple,move the block,lean the block on the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_banana/put_the_block_near_the_banana-2017-03-18-234150.mp4,lean the block against the apple,move the block,put the block near the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_banana/put_the_block_near_the_banana-2017-03-18-234157.mp4,move the block,put the block near the apple,put the block near the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_banana/put_the_block_near_the_banana-2017-03-18-234209.mp4,move the block,put the block near the banana,lean the block on the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_bowl/put_the_block_near_the_bowl-2017-03-18-234217.mp4,put the block touching the bottle,put the block near the bowl,move the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_bowl/put_the_block_near_the_bowl-2017-03-18-234224.mp4,put the block touching the spoon,move the block,put the block near the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_bowl/put_the_block_near_the_bowl-2017-03-18-234230.mp4,move the block,put the block near the bowl,stack the block and the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_knife/put_the_block_near_the_knife-2017-03-18-234237.mp4,put the block near the knife,move the block,hold the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_knife/put_the_block_near_the_knife-2017-03-18-234245.mp4,move the block,stack the block and the knife,put the block near the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_knife/put_the_block_near_the_knife-2017-03-18-234258.mp4,put the block near the knife,move the block,put the block touching the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_pencil/put_the_block_near_the_pencil-2017-03-18-234305.mp4,put the block near the pencil,move the block,flip the block edge block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_pencil/put_the_block_near_the_pencil-2017-03-18-234320.mp4,put the block touching the banana,put the block near the pencil,move the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_pencil/put_the_block_near_the_pencil-2017-03-18-234328.mp4,put the block near the pencil,put the block touching the bottle,move the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_paper_sheet/put_the_block_near_the_paper_sheet-2017-03-18-234721.mp4,move the block,spin the block,put the block near the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_paper_sheet/put_the_block_near_the_paper_sheet-2017-03-18-234728.mp4,lean the block on the pencil,put the block near the paper sheet,move the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_block_near_the_paper_sheet/put_the_block_near_the_paper_sheet-2017-03-18-234736.mp4,move the block,put the block near the paper sheet,lean the block against the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_block/put_the_ball_near_the_block-2017-03-18-234744.mp4,put the ball near the block,move the ball,put the ball touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_block/put_the_ball_near_the_block-2017-03-18-234753.mp4,move the ball,put the ball on the paper sheet,put the ball near the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_block/put_the_ball_near_the_block-2017-03-18-234759.mp4,put the ball near the block,move the ball,put the ball touching the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_cup/put_the_ball_near_the_cup-2017-03-19-081639.mp4,move the ball,put the ball near the cup,stack the ball and the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_cup/put_the_ball_near_the_cup-2017-03-19-081648.mp4,put the ball on the block,move the ball,put the ball near the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_cup/put_the_ball_near_the_cup-2017-03-19-081657.mp4,put the ball on the book,move the ball,put the ball near the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_disc/put_the_ball_near_the_disc-2017-03-19-081704.mp4,put the ball touching the book,move the ball,put the ball near the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_disc/put_the_ball_near_the_disc-2017-03-19-081711.mp4,lean the ball on the pencil,move the ball,put the ball near the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_disc/put_the_ball_near_the_disc-2017-03-19-081718.mp4,move the ball,put the ball near the disc,lean the ball on the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_book/put_the_ball_near_the_book-2017-03-19-081726.mp4,put the ball near the book,move the ball,stack the ball and the spoon
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_book/put_the_ball_near_the_book-2017-03-19-081733.mp4,put the ball near the book,move the ball,put the ball touching the spoon
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_book/put_the_ball_near_the_book-2017-03-19-081740.mp4,put the ball near the plate,move the ball,put the ball near the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_blackboard/put_the_ball_near_the_blackboard-2017-03-19-081746.mp4,put the ball near the blackboard,move the ball,put the ball touching the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_blackboard/put_the_ball_near_the_blackboard-2017-03-19-081803.mp4,move the ball,put the ball touching the knife,put the ball near the blackboard
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_blackboard/put_the_ball_near_the_blackboard-2017-03-19-081815.mp4,put the ball near the blackboard,move the ball,put the ball near the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_bottle/put_the_ball_near_the_bottle-2017-03-19-081823.mp4,move the ball,put the ball near the ball,put the ball near the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_bottle/put_the_ball_near_the_bottle-2017-03-19-081846.mp4,stack the ball and the spoon,put the ball near the bottle,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_bottle/put_the_ball_near_the_bottle-2017-03-19-081855.mp4,put the ball near the bottle,slide the ball,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_grape/put_the_ball_near_the_grape-2017-03-19-081902.mp4,put the ball near the grape,stack the ball and the bottle,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_grape/put_the_ball_near_the_grape-2017-03-19-081911.mp4,put the ball near the grape,put the ball in the plate,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_grape/put_the_ball_near_the_grape-2017-03-19-081918.mp4,move the ball,put the ball near the grape,touch the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_apple/put_the_ball_near_the_apple-2017-03-19-081924.mp4,put the ball near the apple,lean the ball on the banana,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_apple/put_the_ball_near_the_apple-2017-03-19-081932.mp4,put the ball near the knife,put the ball near the apple,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_apple/put_the_ball_near_the_apple-2017-03-19-081956.mp4,move the ball,lean the ball on the grape,put the ball near the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_banana/put_the_ball_near_the_banana-2017-03-19-082035.mp4,put the ball near the banana,put the ball on the bottle,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_banana/put_the_ball_near_the_banana-2017-03-19-082046.mp4,lean the ball on the bowl,put the ball near the banana,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_banana/put_the_ball_near_the_banana-2017-03-19-082056.mp4,move the ball,put the ball near the banana,put the ball in the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_bowl/put_the_ball_near_the_bowl-2017-03-19-082103.mp4,move the ball,put the ball touching the paper sheet,put the ball near the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_bowl/put_the_ball_near_the_bowl-2017-03-19-082111.mp4,move the ball,put the ball near the bowl,put the ball on the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_bowl/put_the_ball_near_the_bowl-2017-03-19-082117.mp4,put the ball on the plate,put the ball near the bowl,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_knife/put_the_ball_near_the_knife-2017-03-19-082124.mp4,put the ball touching the block,move the ball,put the ball near the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_knife/put_the_ball_near_the_knife-2017-03-19-082133.mp4,put the ball near the knife,move the ball,put the ball near the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_knife/put_the_ball_near_the_knife-2017-03-19-082148.mp4,put the ball near the knife,put the ball in the plate,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_pencil/put_the_ball_near_the_pencil-2017-03-19-082157.mp4,move the ball,put the ball near the pencil,put the ball touching the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_pencil/put_the_ball_near_the_pencil-2017-03-19-082206.mp4,move the ball,put the ball near the pencil,stack the ball and the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_pencil/put_the_ball_near_the_pencil-2017-03-19-082217.mp4,slide the ball,move the ball,put the ball near the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_paper_sheet/put_the_ball_near_the_paper_sheet-2017-03-19-082228.mp4,move the ball,put the ball near the disc,put the ball near the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_paper_sheet/put_the_ball_near_the_paper_sheet-2017-03-19-082234.mp4,stack the ball and the disc,move the ball,put the ball near the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_ball_near_the_paper_sheet/put_the_ball_near_the_paper_sheet-2017-03-19-082254.mp4,put the ball near the paper sheet,put the ball near the pencil,move the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_block/put_the_plate_near_the_block-2017-03-19-082309.mp4,put the plate near the block,move the plate,lean the plate on the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_block/put_the_plate_near_the_block-2017-03-19-082317.mp4,put the plate near the block,lean the plate against the plate,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_block/put_the_plate_near_the_block-2017-03-19-082326.mp4,put the plate near the apple,put the plate near the block,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_ball/put_the_plate_near_the_ball-2017-03-19-082350.mp4,put the plate near the ball,put the plate touching the pencil,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_ball/put_the_plate_near_the_ball-2017-03-19-082401.mp4,put the plate near the ball,move the plate,put the plate near the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_ball/put_the_plate_near_the_ball-2017-03-19-082414.mp4,lean the plate against the book,put the plate near the ball,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_cup/put_the_plate_near_the_cup-2017-03-19-082426.mp4,put the plate near the cup,move the plate,stack the plate and the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_cup/put_the_plate_near_the_cup-2017-03-19-082441.mp4,put the plate near the cup,put the plate touching the bottle,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_cup/put_the_plate_near_the_cup-2017-03-19-082449.mp4,put the plate near the cup,move the plate,lean the plate on the spoon
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_disc/put_the_plate_near_the_disc-2017-03-19-082456.mp4,move the plate,put the plate touching the spoon,put the plate near the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_disc/put_the_plate_near_the_disc-2017-03-19-082506.mp4,move the plate,put the plate in the cup,put the plate near the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_disc/put_the_plate_near_the_disc-2017-03-19-082512.mp4,move the plate,lean the plate against the book,put the plate near the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_book/put_the_plate_near_the_book-2017-03-19-082521.mp4,put the plate near the book,move the plate,put the plate touching the blackboard
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_book/put_the_plate_near_the_book-2017-03-19-082546.mp4,put the plate near the grape,move the plate,put the plate near the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_book/put_the_plate_near_the_book-2017-03-19-082556.mp4,put the plate near the book,lean the plate on the bowl,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_blackboard/put_the_plate_near_the_blackboard-2017-03-19-082602.mp4,grasp the plate,put the plate near the blackboard,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_blackboard/put_the_plate_near_the_blackboard-2017-03-19-082610.mp4,put the plate touching the book,put the plate near the blackboard,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_blackboard/put_the_plate_near_the_blackboard-2017-03-19-082625.mp4,move the plate,lean the plate against the cup,put the plate near the blackboard
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_bottle/put_the_plate_near_the_bottle-2017-03-19-082635.mp4,put the plate near the bottle,move the plate,put the plate on the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_bottle/put_the_plate_near_the_bottle-2017-03-19-082644.mp4,put the plate near the bottle,move the plate,stack the plate and the knife
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_bottle/put_the_plate_near_the_bottle-2017-03-19-082704.mp4,put the plate touching the paper sheet,move the plate,put the plate near the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_grape/put_the_plate_near_the_grape-2017-03-19-082712.mp4,put the plate on the cup,put the plate near the grape,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_grape/put_the_plate_near_the_grape-2017-03-19-082721.mp4,move the plate,put the plate near the grape,lean the plate on the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_grape/put_the_plate_near_the_grape-2017-03-19-082729.mp4,move the plate,put the plate near the grape,stack the plate and the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_apple/put_the_plate_near_the_apple-2017-03-19-082739.mp4,move the plate,stack the plate and the spoon,put the plate near the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_apple/put_the_plate_near_the_apple-2017-03-19-082752.mp4,hold the plate,move the plate,put the plate near the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_apple/put_the_plate_near_the_apple-2017-03-19-082806.mp4,touch the plate,put the plate near the apple,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_banana/put_the_plate_near_the_banana-2017-03-19-082812.mp4,put the plate near the banana,move the plate,put the plate on the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_banana/put_the_plate_near_the_banana-2017-03-19-083246.mp4,put the plate near the banana,lean the plate against the block,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_banana/put_the_plate_near_the_banana-2017-03-19-083259.mp4,put the plate near the banana,lean the plate against the knife,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_bowl/put_the_plate_near_the_bowl-2017-03-19-083306.mp4,move the plate,put the plate near the bowl,stack the plate and the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_bowl/put_the_plate_near_the_bowl-2017-03-19-083313.mp4,put the plate near the bowl,move the plate,put the plate touching the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_bowl/put_the_plate_near_the_bowl-2017-03-19-083321.mp4,put the plate near the bowl,move the plate,spin the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_knife/put_the_plate_near_the_knife-2017-03-19-083330.mp4,move the plate,put the plate near the knife,put the plate on the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_knife/put_the_plate_near_the_knife-2017-03-19-083338.mp4,move the plate,put the plate near the knife,put the plate in the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_knife/put_the_plate_near_the_knife-2017-03-19-083344.mp4,stack the plate and the bottle,put the plate near the knife,move the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_pencil/put_the_plate_near_the_pencil-2017-03-19-083352.mp4,put the plate near the pencil,move the plate,put the plate on the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_pencil/put_the_plate_near_the_pencil-2017-03-19-083407.mp4,put the plate near the pencil,move the plate,stack the plate and the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_near_the_pencil/put_the_plate_near_the_pencil-2017-03-19-083418.mp4,put the plate near the pencil,move the plate,stack the plate and the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_block/put_the_cup_near_the_block-2017-03-19-083751.mp4,move the cup,put the cup in the cup,put the cup near the block
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_block/put_the_cup_near_the_block-2017-03-19-083758.mp4,put the cup near the block,stack the cup and the disc,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_block/put_the_cup_near_the_block-2017-03-19-083805.mp4,put the cup near the block,put the cup near the plate,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_ball/put_the_cup_near_the_ball-2017-03-19-083812.mp4,put the cup near the ball,put the cup near the book,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_ball/put_the_cup_near_the_ball-2017-03-19-083819.mp4,put the cup near the ball,move the cup,put the cup near the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_ball/put_the_cup_near_the_ball-2017-03-19-083829.mp4,put the cup near the ball,put the cup touching the banana,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_disc/put_the_cup_near_the_disc-2017-03-19-083837.mp4,put the cup near the disc,lean the cup against the grape,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_disc/put_the_cup_near_the_disc-2017-03-19-083844.mp4,lean the cup on the book,move the cup,put the cup near the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_disc/put_the_cup_near_the_disc-2017-03-19-083854.mp4,put the cup near the disc,lean the cup on the blackboard,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_book/put_the_cup_near_the_book-2017-03-19-083901.mp4,lean the cup against the cup,put the cup near the book,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_book/put_the_cup_near_the_book-2017-03-19-083909.mp4,close the cup,put the cup near the book,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_book/put_the_cup_near_the_book-2017-03-19-083916.mp4,move the cup,put the cup near the book,lean the cup against the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_blackboard/put_the_cup_near_the_blackboard-2017-03-19-083926.mp4,put the cup near the book,put the cup near the blackboard,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_blackboard/put_the_cup_near_the_blackboard-2017-03-19-083932.mp4,hold the cup,move the cup,put the cup near the blackboard
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_blackboard/put_the_cup_near_the_blackboard-2017-03-19-083940.mp4,stack the cup and the pencil,put the cup near the blackboard,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_bottle/put_the_cup_near_the_bottle-2017-03-19-083946.mp4,put the cup touching the grape,put the cup near the bottle,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_bottle/put_the_cup_near_the_bottle-2017-03-19-083955.mp4,turn the cup,put the cup near the bottle,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_bottle/put_the_cup_near_the_bottle-2017-03-19-084003.mp4,put the cup near the apple,move the cup,put the cup near the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_grape/put_the_cup_near_the_grape-2017-03-19-084011.mp4,move the cup,lean the cup against the apple,put the cup near the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_grape/put_the_cup_near_the_grape-2017-03-19-084019.mp4,put the cup in the bowl,move the cup,put the cup near the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_grape/put_the_cup_near_the_grape-2017-03-19-084026.mp4,move the cup,lean the cup against the grape,put the cup near the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_apple/put_the_cup_near_the_apple-2017-03-19-084044.mp4,put the cup on the bowl,put the cup near the apple,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_apple/put_the_cup_near_the_apple-2017-03-19-084050.mp4,move the cup,put the cup near the apple,lean the cup on the ball
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_apple/put_the_cup_near_the_apple-2017-03-19-084056.mp4,move the cup,put the cup near the apple,put the cup on the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_banana/put_the_cup_near_the_banana-2017-03-19-084103.mp4,lean the cup on the disc,move the cup,put the cup near the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_banana/put_the_cup_near_the_banana-2017-03-19-084110.mp4,move the cup,put the cup near the banana,put the cup on the plate
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_banana/put_the_cup_near_the_banana-2017-03-19-084117.mp4,put the cup touching the book,put the cup near the banana,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_bowl/put_the_cup_near_the_bowl-2017-03-19-084123.mp4,move the cup,flip the cup center cup,put the cup near the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_bowl/put_the_cup_near_the_bowl-2017-03-19-084130.mp4,move the cup,put the cup near the bowl,put the cup touching the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_bowl/put_the_cup_near_the_bowl-2017-03-19-084154.mp4,put the cup near the bowl,stack the cup and the paper sheet,move the cup
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_knife/put_the_cup_near_the_knife-2017-03-19-084201.mp4,put the cup near the knife,move the cup,stack the cup and the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_near_the_knife/put_the_cup_near_the_knife-2017-03-19-084209.mp4,put the cup near the knife,move the cup,stack the cup and the bowl
